trip_id,customer_id,driver_id,pickup_datetime,dropoff_datetime,pickup_location,dropoff_location,distance_km,fare_amount,trip_status,created_datetime,updated_datetime
165,140,192,2026-04-28 03:54:41,2026-04-28 04:00:41,North Emilyfort,East Lauren,19.49,50.03,Completed,2026-04-28 03:54:41,2026-06-19 03:54:41
166,148,77,2025-12-03 05:38:12,2025-12-03 06:37:12,North Ronald,Stephenport,22.28,76.2,Completed,2025-12-03 05:38:12,2026-01-31 05:38:12
167,981,244,2025-07-29 06:00:34,2025-07-29 06:55:34,East Robertbury,South Kristinview,34.82,97.35,Completed,2025-07-29 06:00:34,2025-09-23 06:00:34
168,587,153,2025-12-31 09:59:43,2025-12-31 10:39:43,Millershire,Woodtown,6.51,10.31,Completed,2025-12-31 09:59:43,2026-02-05 09:59:43
169,926,186,2025-09-14 19:04:07,2025-09-14 19:14:07,Valenzuelahaven,New Thomasview,12.88,38.6,Completed,2025-09-14 19:04:07,2025-10-11 19:04:07
170,189,57,2025-10-22 02:57:48,2025-10-22 03:43:48,West Lisaborough,West Dale,34.21,61.06,Completed,2025-10-22 02:57:48,2025-11-08 02:57:48
171,581,219,2026-04-23 01:08:14,2026-04-23 01:25:14,East Gregoryview,South Marissa,5.47,15.55,Completed,2026-04-23 01:08:14,2026-06-11 01:08:14
172,298,172,2026-05-31 15:30:55,2026-05-31 16:10:55,Alyssaburgh,Elizabethmouth,18.99,49.36,Completed,2026-05-31 15:30:55,2026-06-07 15:30:55
173,339,92,2026-06-28 14:54:57,2026-06-28 15:11:57,Jeremyfurt,Turnerhaven,29.3,72.5,Completed,2026-06-28 14:54:57,2026-08-09 14:54:57
174,922,50,2026-04-08 04:41:14,2026-04-08 05:01:14,New Gregory,Michaelport,4.9,13.42,Completed,2026-04-08 04:41:14,2026-05-07 04:41:14
175,599,40,2026-03-31 15:43:47,2026-03-31 16:09:47,Baileymouth,Lindsaybury,25.04,52.87,Completed,2026-03-31 15:43:47,2026-04-24 15:43:47
176,5,81,2026-02-05 14:40:34,2026-02-05 15:36:34,Gibsonville,Lake Katherineport,13.34,31.44,Completed,2026-02-05 14:40:34,2026-02-20 14:40:34
177,861,93,2026-01-19 05:17:27,2026-01-19 06:07:27,Mileston,South Jeffery,29.85,70.81,Completed,2026-01-19 05:17:27,2026-03-07 05:17:27
178,368,199,2026-02-20 15:55:11,2026-02-20 16:21:11,Rebeccaberg,Hernandezmouth,35.24,85.48,Completed,2026-02-20 15:55:11,2026-03-28 15:55:11
179,862,72,2025-11-24 06:32:30,2025-11-24 06:43:30,New Kennethfurt,Smithmouth,7.86,21.33,Completed,2025-11-24 06:32:30,2025-12-03 06:32:30
180,642,20,2026-07-07 01:53:08,2026-07-07 02:32:08,Mendezmouth,Port Peterstad,8.66,25.69,Completed,2026-07-07 01:53:08,2026-09-03 01:53:08
181,833,149,2025-11-08 14:37:50,2025-11-08 14:43:50,South Katiemouth,West Jeanetteshire,34.13,94.31,Completed,2025-11-08 14:37:50,2025-12-28 14:37:50
182,267,140,2026-06-07 23:16:38,2026-06-07 23:58:38,Jasonbury,Carterberg,9.3,14.63,Completed,2026-06-07 23:16:38,2026-07-12 23:16:38
183,402,58,2026-03-06 02:30:59,2026-03-06 03:05:59,Matthewshire,East Janice,26.5,47.63,Completed,2026-03-06 02:30:59,2026-04-13 02:30:59
184,514,131,2026-07-16 11:24:24,2026-07-16 12:15:24,Omarshire,East Bailey,34.43,60.86,Completed,2026-07-16 11:24:24,2026-08-09 11:24:24
185,988,207,2025-07-31 23:27:09,2025-08-01 00:04:09,South Alexandraberg,South Candaceborough,1.41,2.79,No Show,2025-07-31 23:27:09,2025-09-13 23:27:09
186,164,46,2026-05-21 12:46:38,2026-05-21 13:01:38,Lisamouth,East Michael,30.53,54.37,Completed,2026-05-21 12:46:38,2026-06-27 12:46:38
187,750,124,2025-07-25 09:42:16,2025-07-25 10:29:16,Port Emilystad,Barbarastad,35.02,62.77,Cancelled,2025-07-25 09:42:16,2025-07-28 09:42:16
188,271,95,2025-12-09 13:13:43,2025-12-09 13:32:43,Jonathanburgh,East Brian,30.7,60.28,Completed,2025-12-09 13:13:43,2026-01-21 13:13:43
189,398,121,2026-02-14 07:33:36,2026-02-14 07:51:36,Debramouth,New Michaelshire,21.2,65.36,Cancelled,2026-02-14 07:33:36,2026-04-12 07:33:36
190,106,181,2026-06-23 00:52:36,2026-06-23 00:59:36,Wilsonhaven,Evanhaven,2.56,7.16,Cancelled,2026-06-23 00:52:36,2026-08-03 00:52:36
191,593,140,2026-06-17 20:42:13,2026-06-17 21:40:13,Port Davidfurt,Lake Phillipfort,11.67,34.82,Completed,2026-06-17 20:42:13,2026-07-12 20:42:13
192,920,214,2026-03-05 05:00:32,2026-03-05 05:46:32,West Gavinport,South Amanda,15.76,42.16,Completed,2026-03-05 05:00:32,2026-03-22 05:00:32
193,416,91,2025-08-07 11:38:35,2025-08-07 12:07:35,Youngside,Guyton,38.93,75.75,Completed,2025-08-07 11:38:35,2025-08-30 11:38:35
194,7,129,2026-06-14 23:36:21,2026-06-15 00:12:21,Greenefort,West Kimberly,31.91,104.48,Completed,2026-06-14 23:36:21,2026-07-13 23:36:21
195,288,55,2025-12-19 03:22:21,2025-12-19 03:37:21,Angelahaven,East Kenneth,9.97,25.21,Completed,2025-12-19 03:22:21,2025-12-30 03:22:21
196,677,59,2025-09-16 18:05:31,2025-09-16 18:33:31,New Kimberlytown,East Tricia,24.48,76.72,Completed,2025-09-16 18:05:31,2025-10-08 18:05:31
197,491,54,2025-10-29 00:13:52,2025-10-29 01:04:52,Georgefurt,South Christie,5.42,15.45,Completed,2025-10-29 00:13:52,2025-12-10 00:13:52
198,131,147,2026-04-12 16:02:18,2026-04-12 17:00:18,Kevinchester,Erintown,17.03,33.84,Completed,2026-04-12 16:02:18,2026-04-21 16:02:18
199,151,15,2025-08-04 16:40:26,2025-08-04 17:25:26,Greentown,Rodriguezfurt,20.99,68.88,Completed,2025-08-04 16:40:26,2025-10-03 16:40:26
200,993,145,2026-01-22 11:24:33,2026-01-22 11:40:33,West Corey,Haydenton,21.15,48.88,Completed,2026-01-22 11:24:33,2026-03-20 11:24:33
201,970,22,2025-10-14 20:43:50,2025-10-14 21:34:50,Youngchester,New Spencer,29.39,92.36,Completed,2025-10-14 20:43:50,2025-11-22 20:43:50
202,851,106,2025-12-23 09:33:33,2025-12-23 10:08:33,Joanfurt,Alexaburgh,34.82,64.11,Completed,2025-12-23 09:33:33,2026-02-12 09:33:33
203,676,131,2025-09-06 10:46:36,2025-09-06 11:28:36,New Michael,New James,33.0,61.5,Completed,2025-09-06 10:46:36,2025-10-23 10:46:36
204,605,18,2026-01-04 01:05:17,2026-01-04 01:53:17,North Terri,West Cassandra,14.36,34.56,Completed,2026-01-04 01:05:17,2026-01-29 01:05:17
205,881,233,2026-07-14 02:50:35,2026-07-14 03:03:35,Ryanberg,Lake Kennethmouth,5.23,9.96,Completed,2026-07-14 02:50:35,2026-08-10 02:50:35
206,488,231,2026-04-03 02:10:14,2026-04-03 03:07:14,East Karen,East Samantha,6.83,11.56,Completed,2026-04-03 02:10:14,2026-04-06 02:10:14
207,96,124,2026-03-18 02:38:37,2026-03-18 03:33:37,New Anneton,Lake Sharifurt,21.73,65.29,Completed,2026-03-18 02:38:37,2026-05-15 02:38:37
208,961,199,2026-04-21 19:30:15,2026-04-21 20:13:15,West James,Hernandezfurt,22.03,33.1,Completed,2026-04-21 19:30:15,2026-05-19 19:30:15
209,715,136,2026-01-18 03:53:41,2026-01-18 04:31:41,North Ann,Port Stevenborough,17.41,56.58,Completed,2026-01-18 03:53:41,2026-03-11 03:53:41
210,604,206,2026-07-03 20:57:19,2026-07-03 21:32:19,Shepherdberg,Lake Kimberlychester,31.79,71.92,Completed,2026-07-03 20:57:19,2026-08-21 20:57:19
211,138,66,2026-07-10 12:16:30,2026-07-10 13:14:30,Duncanstad,West Kaylabury,28.17,47.76,Completed,2026-07-10 12:16:30,2026-07-25 12:16:30
212,557,105,2025-09-23 19:34:43,2025-09-23 20:33:43,New Arthurhaven,Stewartville,4.27,11.51,Completed,2025-09-23 19:34:43,2025-09-24 19:34:43
213,536,31,2026-03-14 09:48:09,2026-03-14 10:38:09,New Rhonda,New Christinaview,30.0,45.43,Completed,2026-03-14 09:48:09,2026-04-08 09:48:09
214,419,93,2025-08-17 07:34:33,2025-08-17 08:20:33,Meadowsville,East Duane,9.01,28.01,Completed,2025-08-17 07:34:33,2025-09-14 07:34:33
215,549,109,2026-05-27 08:18:57,2026-05-27 09:04:57,South Shannonview,East John,23.83,48.2,Completed,2026-05-27 08:18:57,2026-07-06 08:18:57
216,209,106,2026-04-14 17:36:24,2026-04-14 17:58:24,Allenside,Angelachester,39.68,91.06,Completed,2026-04-14 17:36:24,2026-05-20 17:36:24
217,496,65,2025-08-18 13:43:01,2025-08-18 14:18:01,East Carolyn,Lake Matthewmouth,7.97,20.87,No Show,2025-08-18 13:43:01,2025-09-24 13:43:01
218,142,219,2026-04-05 08:09:47,2026-04-05 08:36:47,Nancyview,Jessicaport,31.19,71.62,Completed,2026-04-05 08:09:47,2026-04-13 08:09:47
219,973,42,2026-02-01 03:54:33,2026-02-01 04:46:33,New Vincent,Davistown,9.96,30.54,Completed,2026-02-01 03:54:33,2026-03-06 03:54:33
220,629,179,2026-02-19 13:37:20,2026-02-19 14:07:20,Monicafurt,Pooleborough,31.66,98.2,Completed,2026-02-19 13:37:20,2026-02-23 13:37:20
221,824,24,2025-10-31 06:23:02,2025-10-31 06:38:02,Faulknerberg,Hernandezfort,16.18,44.85,Completed,2025-10-31 06:23:02,2025-12-01 06:23:02
222,228,95,2026-02-24 05:44:57,2026-02-24 06:27:57,New Dorothyburgh,North Ericahaven,17.98,29.27,Completed,2026-02-24 05:44:57,2026-02-27 05:44:57
223,629,168,2026-02-15 04:04:10,2026-02-15 04:55:10,New Rhonda,West Patrickstad,15.99,55.47,Completed,2026-02-15 04:04:10,2026-04-02 04:04:10
224,180,164,2026-04-05 17:41:04,2026-04-05 18:24:04,Garrisonmouth,South Garrett,3.24,9.87,Completed,2026-04-05 17:41:04,2026-04-06 17:41:04
225,531,74,2026-06-11 15:22:44,2026-06-11 15:39:44,Woodview,New Brendanburgh,34.17,114.86,Completed,2026-06-11 15:22:44,2026-08-01 15:22:44
226,630,44,2026-06-29 00:03:28,2026-06-29 00:46:28,Kimhaven,Annview,20.91,60.57,Completed,2026-06-29 00:03:28,2026-07-23 00:03:28
227,89,71,2026-03-08 03:19:35,2026-03-08 03:39:35,Stevenbury,North Kim,26.55,91.63,Completed,2026-03-08 03:19:35,2026-03-31 03:19:35
228,531,4,2026-01-28 22:17:28,2026-01-28 23:04:28,West Sierra,Douglasside,16.41,43.85,Completed,2026-01-28 22:17:28,2026-02-02 22:17:28
229,573,235,2026-03-07 19:35:31,2026-03-07 19:45:31,North Janetown,Lake Ronald,22.43,66.22,Completed,2026-03-07 19:35:31,2026-03-30 19:35:31
230,200,117,2025-09-09 01:54:12,2025-09-09 02:51:12,New Brianberg,Daniellefurt,11.78,31.96,Cancelled,2025-09-09 01:54:12,2025-10-16 01:54:12
231,110,144,2026-03-14 16:07:15,2026-03-14 16:12:15,Garciaside,North Nathanberg,11.18,25.87,Completed,2026-03-14 16:07:15,2026-04-02 16:07:15
232,980,66,2026-02-07 04:15:09,2026-02-07 04:41:09,New Peterburgh,New Matthewshire,37.93,117.81,Completed,2026-02-07 04:15:09,2026-04-01 04:15:09
233,990,97,2026-05-24 17:53:55,2026-05-24 18:48:55,Whitakerland,Harrisonside,23.42,67.65,Completed,2026-05-24 17:53:55,2026-07-13 17:53:55
234,470,175,2026-07-17 10:20:22,2026-07-17 10:40:22,Clarkton,South Victoria,30.54,104.52,Completed,2026-07-17 10:20:22,2026-08-24 10:20:22
235,70,98,2026-06-25 04:30:47,2026-06-25 05:30:47,North Erica,East Lorettafort,2.07,3.59,Completed,2026-06-25 04:30:47,2026-07-10 04:30:47
236,423,245,2025-10-16 03:51:22,2025-10-16 04:39:22,Lauraside,Donaldtown,28.35,87.89,Completed,2025-10-16 03:51:22,2025-11-20 03:51:22
237,295,24,2026-06-10 00:40:53,2026-06-10 00:45:53,Chasehaven,West Elizabeth,28.33,57.42,Completed,2026-06-10 00:40:53,2026-07-28 00:40:53
238,183,122,2026-03-13 00:42:53,2026-03-13 01:39:53,Andersonburgh,South Kathleenstad,14.34,37.41,Completed,2026-03-13 00:42:53,2026-03-27 00:42:53
239,700,239,2026-02-15 17:14:58,2026-02-15 17:55:58,Turnermouth,Meganside,11.49,39.0,Cancelled,2026-02-15 17:14:58,2026-03-19 17:14:58
240,894,68,2026-06-11 23:11:16,2026-06-12 00:03:16,West Wayne,Davidtown,8.79,26.11,Completed,2026-06-11 23:11:16,2026-06-24 23:11:16
241,160,200,2025-09-26 09:45:12,2025-09-26 10:43:12,Hurstmouth,Jonesburgh,10.74,29.4,Completed,2025-09-26 09:45:12,2025-11-24 09:45:12
242,629,2,2025-11-15 14:40:54,2025-11-15 14:50:54,North Vanessa,Christopherburgh,27.36,77.34,Completed,2025-11-15 14:40:54,2025-12-20 14:40:54
243,323,127,2025-11-10 02:43:48,2025-11-10 02:50:48,West Richard,Feliciamouth,34.07,76.4,Completed,2025-11-10 02:43:48,2026-01-06 02:43:48
244,783,235,2026-03-05 23:57:57,2026-03-06 00:38:57,Darrenchester,Pattersonfurt,34.88,86.56,Completed,2026-03-05 23:57:57,2026-03-31 23:57:57
245,539,205,2026-05-17 03:22:28,2026-05-17 03:41:28,Dawsonfurt,Kaitlynton,30.26,53.15,Completed,2026-05-17 03:22:28,2026-06-21 03:22:28
246,703,199,2026-06-07 02:55:20,2026-06-07 03:02:20,Wesleyborough,Harrisland,20.6,47.12,Completed,2026-06-07 02:55:20,2026-06-15 02:55:20
247,9,4,2025-12-11 08:54:35,2025-12-11 09:43:35,Normaborough,Robertoside,21.21,45.2,Completed,2025-12-11 08:54:35,2026-01-05 08:54:35
248,883,67,2026-06-30 16:28:46,2026-06-30 17:10:46,Patriciaview,East Kylehaven,4.93,10.96,Completed,2026-06-30 16:28:46,2026-07-17 16:28:46
249,352,94,2025-12-16 10:02:43,2025-12-16 10:22:43,Lake Robin,East Melissa,11.51,39.33,Completed,2025-12-16 10:02:43,2026-01-13 10:02:43
250,374,219,2026-02-12 13:09:13,2026-02-12 13:27:13,Port Laurahaven,Lisafort,17.34,52.1,Completed,2026-02-12 13:09:13,2026-03-13 13:09:13
251,703,59,2025-09-03 22:43:50,2025-09-03 22:59:50,Port Jeffrey,Lake Kimberly,23.28,80.51,Completed,2025-09-03 22:43:50,2025-10-20 22:43:50
252,877,98,2026-06-25 09:27:20,2026-06-25 09:49:20,Grayside,Wilsonborough,32.36,84.48,Completed,2026-06-25 09:27:20,2026-08-16 09:27:20
253,181,108,2025-07-24 22:56:15,2025-07-24 23:48:15,New Lindsay,New Kyle,6.83,21.25,Completed,2025-07-24 22:56:15,2025-09-20 22:56:15
254,324,202,2025-10-10 14:40:23,2025-10-10 15:39:23,Scottport,West Brenda,25.6,65.74,Completed,2025-10-10 14:40:23,2025-10-27 14:40:23
255,102,177,2026-02-25 02:29:41,2026-02-25 03:09:41,Joelfort,Schroedertown,34.48,55.01,Completed,2026-02-25 02:29:41,2026-03-11 02:29:41
256,99,116,2026-03-22 10:40:20,2026-03-22 11:37:20,Andrewtown,North Phillip,10.92,34.7,Completed,2026-03-22 10:40:20,2026-04-08 10:40:20
257,830,66,2026-01-18 11:36:27,2026-01-18 12:04:27,West Isaacland,Timothyside,15.05,39.36,Completed,2026-01-18 11:36:27,2026-02-14 11:36:27
258,621,51,2025-07-28 05:26:41,2025-07-28 05:38:41,Harrisside,East Brianberg,14.69,42.0,Completed,2025-07-28 05:26:41,2025-09-08 05:26:41
259,292,91,2026-02-01 16:28:10,2026-02-01 17:14:10,Fostermouth,North Tonybury,22.0,76.09,Completed,2026-02-01 16:28:10,2026-03-06 16:28:10
260,81,98,2026-03-19 16:37:51,2026-03-19 17:13:51,Lake Amyland,Hinesside,31.22,74.74,Completed,2026-03-19 16:37:51,2026-04-18 16:37:51
261,656,207,2026-05-27 17:26:25,2026-05-27 18:11:25,Campbellville,Fletcherview,38.31,123.99,Cancelled,2026-05-27 17:26:25,2026-06-23 17:26:25
262,929,19,2026-02-26 02:30:21,2026-02-26 03:15:21,New Nathanborough,New Martha,24.88,57.46,Completed,2026-02-26 02:30:21,2026-03-20 02:30:21
263,728,69,2025-09-14 06:14:01,2025-09-14 06:33:01,West Sherryland,Patriciastad,13.23,37.12,Completed,2025-09-14 06:14:01,2025-10-10 06:14:01
264,962,93,2025-10-27 15:13:53,2025-10-27 15:35:53,Millerland,Christopherhaven,35.62,109.07,Completed,2025-10-27 15:13:53,2025-11-30 15:13:53
265,24,33,2025-11-25 19:49:46,2025-11-25 20:22:46,North Kennethburgh,South Angela,17.15,32.03,Completed,2025-11-25 19:49:46,2026-01-07 19:49:46
266,82,54,2026-03-12 01:30:23,2026-03-12 01:51:23,Aaronburgh,Mollyfurt,37.68,109.32,Completed,2026-03-12 01:30:23,2026-03-19 01:30:23
267,562,14,2026-06-29 07:36:27,2026-06-29 07:47:27,West Edward,Walkertown,3.49,11.37,Completed,2026-06-29 07:36:27,2026-07-25 07:36:27
268,269,159,2026-05-27 07:36:32,2026-05-27 08:14:32,West Daniellestad,New Robinview,30.83,51.38,Completed,2026-05-27 07:36:32,2026-07-08 07:36:32
269,291,114,2025-07-30 07:40:27,2025-07-30 08:09:27,Lake Courtneyside,Millerstad,13.07,26.07,Completed,2025-07-30 07:40:27,2025-08-08 07:40:27
270,680,92,2026-05-14 01:12:27,2026-05-14 01:50:27,Markfort,East Evan,33.7,52.48,Completed,2026-05-14 01:12:27,2026-06-04 01:12:27
271,554,240,2025-08-16 06:53:35,2025-08-16 07:53:35,New Lindsayhaven,Port Lisaborough,19.57,67.52,Completed,2025-08-16 06:53:35,2025-09-14 06:53:35
272,182,152,2025-08-18 12:37:50,2025-08-18 12:50:50,Port Douglas,Port Timothybury,38.81,112.36,Completed,2025-08-18 12:37:50,2025-09-28 12:37:50
273,537,164,2026-04-03 20:21:35,2026-04-03 21:13:35,Katherinebury,Ginaland,25.8,67.8,Completed,2026-04-03 20:21:35,2026-04-23 20:21:35
274,92,114,2026-02-01 22:43:33,2026-02-01 23:10:33,West Eric,Jessicatown,19.78,38.66,Completed,2026-02-01 22:43:33,2026-02-28 22:43:33
275,536,209,2026-04-13 23:45:53,2026-04-14 00:06:53,North Randy,Mccormickstad,7.07,10.75,Completed,2026-04-13 23:45:53,2026-04-22 23:45:53
276,705,237,2025-12-22 20:11:30,2025-12-22 20:38:30,Lake John,Lake Joshua,12.18,31.31,Completed,2025-12-22 20:11:30,2026-02-09 20:11:30
277,818,75,2026-06-27 19:27:38,2026-06-27 20:02:38,Williamsfurt,Davidsonmouth,12.68,38.44,Completed,2026-06-27 19:27:38,2026-08-17 19:27:38
278,904,144,2026-02-21 02:30:49,2026-02-21 02:35:49,Jonathanland,North Renee,22.38,42.01,Completed,2026-02-21 02:30:49,2026-03-09 02:30:49
279,849,97,2026-01-06 23:24:50,2026-01-06 23:39:50,New Daniel,Port Amber,28.88,80.63,Completed,2026-01-06 23:24:50,2026-01-12 23:24:50
280,820,233,2025-08-17 15:20:27,2025-08-17 15:52:27,Loriside,West Cheryl,25.39,64.32,Completed,2025-08-17 15:20:27,2025-10-01 15:20:27
281,545,208,2026-05-26 21:58:01,2026-05-26 22:46:01,West Danielburgh,Matthewhaven,11.6,32.44,Completed,2026-05-26 21:58:01,2026-06-08 21:58:01
282,114,164,2026-07-13 03:53:05,2026-07-13 04:52:05,Lake Jordan,Robinsonchester,3.67,6.51,Completed,2026-07-13 03:53:05,2026-08-11 03:53:05
283,329,5,2026-03-31 07:48:34,2026-03-31 08:10:34,West Johnstad,East Nicole,28.32,70.35,Completed,2026-03-31 07:48:34,2026-05-05 07:48:34
284,276,33,2026-07-02 05:34:59,2026-07-02 05:40:59,East Sandraborough,South Luisburgh,8.25,14.06,Completed,2026-07-02 05:34:59,2026-08-18 05:34:59
285,506,56,2025-09-05 08:28:31,2025-09-05 08:33:31,Jackiechester,Perryview,10.08,18.16,Completed,2025-09-05 08:28:31,2025-09-25 08:28:31
286,475,179,2026-04-19 21:51:23,2026-04-19 22:46:23,East Zachary,New Melissaport,32.18,112.5,Completed,2026-04-19 21:51:23,2026-05-11 21:51:23
287,58,69,2026-01-28 11:35:11,2026-01-28 11:45:11,North Cynthiaberg,New Diana,33.9,115.37,Completed,2026-01-28 11:35:11,2026-02-02 11:35:11
288,862,65,2025-12-01 12:39:39,2025-12-01 13:18:39,Watkinschester,South Lisahaven,19.34,36.44,Completed,2025-12-01 12:39:39,2026-01-24 12:39:39
289,255,99,2026-04-01 03:46:38,2026-04-01 03:51:38,New Robertport,Lopezberg,5.76,17.49,Completed,2026-04-01 03:46:38,2026-04-30 03:46:38
290,472,189,2025-11-27 07:24:59,2025-11-27 07:44:59,New Christopher,Garciachester,29.77,46.65,Completed,2025-11-27 07:24:59,2025-12-31 07:24:59
291,698,247,2026-04-25 12:13:37,2026-04-25 13:00:37,Barryville,Shirleymouth,39.3,96.11,Completed,2026-04-25 12:13:37,2026-05-16 12:13:37
292,960,141,2026-04-22 05:42:22,2026-04-22 05:57:22,West Jasonmouth,Perkinsmouth,25.54,40.46,Completed,2026-04-22 05:42:22,2026-05-09 05:42:22
293,909,14,2025-11-16 06:31:57,2025-11-16 07:06:57,Port Jeanettestad,North Sandra,25.9,49.14,Completed,2025-11-16 06:31:57,2025-11-30 06:31:57
294,16,43,2026-02-08 20:10:38,2026-02-08 20:22:38,North Paulshire,New Ricky,10.2,24.16,Completed,2026-02-08 20:10:38,2026-03-18 20:10:38
295,993,11,2025-10-26 04:47:01,2025-10-26 04:59:01,Petersonburgh,North Dorisland,16.44,32.65,Completed,2025-10-26 04:47:01,2025-12-10 04:47:01
296,790,23,2025-07-26 22:04:37,2025-07-26 22:39:37,Mariostad,New Roberttown,27.85,50.41,Completed,2025-07-26 22:04:37,2025-08-27 22:04:37
297,993,195,2025-07-29 11:01:48,2025-07-29 11:11:48,Paigebury,Kimberlyview,27.75,60.41,Completed,2025-07-29 11:01:48,2025-08-02 11:01:48
298,811,28,2026-07-09 03:42:16,2026-07-09 04:09:16,East Stevenview,Kathleenport,26.14,75.88,Completed,2026-07-09 03:42:16,2026-07-24 03:42:16
299,775,89,2026-05-28 04:45:24,2026-05-28 05:10:24,Oliviachester,Port Rickyland,39.29,120.9,Completed,2026-05-28 04:45:24,2026-06-26 04:45:24
300,367,186,2026-06-10 05:49:33,2026-06-10 06:40:33,East Judy,South Josephton,8.53,24.55,Completed,2026-06-10 05:49:33,2026-08-07 05:49:33
301,302,139,2026-05-09 18:56:18,2026-05-09 19:03:18,Huangburgh,East Brenda,19.93,47.33,Completed,2026-05-09 18:56:18,2026-05-22 18:56:18
302,750,120,2025-09-10 06:12:47,2025-09-10 06:53:47,Copelandburgh,Bondbury,8.28,18.18,Completed,2025-09-10 06:12:47,2025-11-03 06:12:47
303,71,136,2025-08-08 00:03:34,2025-08-08 00:46:34,Randybury,Lake Julie,36.66,95.65,Completed,2025-08-08 00:03:34,2025-08-27 00:03:34
304,1,199,2026-06-24 00:38:52,2026-06-24 01:35:52,Sweeneyborough,North Shawnfort,11.27,25.18,Completed,2026-06-24 00:38:52,2026-07-19 00:38:52
305,878,94,2026-02-04 00:40:32,2026-02-04 01:31:32,Joneston,Woodsberg,8.24,12.67,Completed,2026-02-04 00:40:32,2026-02-20 00:40:32
306,552,210,2025-08-11 19:29:02,2025-08-11 19:54:02,West Michael,Swansonmouth,29.12,82.02,Completed,2025-08-11 19:29:02,2025-09-14 19:29:02
307,628,73,2026-07-08 09:44:46,2026-07-08 10:32:46,East Latoya,East Justintown,20.4,53.1,Completed,2026-07-08 09:44:46,2026-08-19 09:44:46
308,69,12,2025-10-03 15:10:55,2025-10-03 15:35:55,North Walter,Gregoryfort,5.31,13.52,Completed,2025-10-03 15:10:55,2025-10-12 15:10:55
309,498,50,2025-10-17 20:00:29,2025-10-17 20:16:29,New Julie,East Emily,35.07,66.78,Completed,2025-10-17 20:00:29,2025-11-23 20:00:29
310,539,160,2025-10-11 07:05:07,2025-10-11 07:51:07,Mccoyhaven,South Matthew,33.62,94.67,Completed,2025-10-11 07:05:07,2025-10-28 07:05:07
311,73,4,2025-11-22 08:22:46,2025-11-22 08:30:46,Teresaborough,Lake Deanna,15.29,41.47,Cancelled,2025-11-22 08:22:46,2025-12-06 08:22:46
312,82,120,2025-11-03 05:16:39,2025-11-03 06:02:39,West Peter,South Saratown,20.16,66.12,Completed,2025-11-03 05:16:39,2025-11-07 05:16:39
313,426,211,2025-09-24 01:05:19,2025-09-24 01:33:19,Lake Dustin,Marymouth,22.76,76.85,Completed,2025-09-24 01:05:19,2025-11-09 01:05:19
314,42,188,2026-04-13 04:19:46,2026-04-13 04:27:46,East Paultown,Brownville,33.12,67.29,Completed,2026-04-13 04:19:46,2026-05-03 04:19:46
315,100,26,2026-03-27 13:00:43,2026-03-27 13:09:43,South Codymouth,South Olivialand,37.84,129.46,Completed,2026-03-27 13:00:43,2026-05-01 13:00:43
316,255,146,2025-11-02 08:34:23,2025-11-02 09:03:23,Danielston,Port Sherriville,8.39,21.41,Completed,2025-11-02 08:34:23,2025-11-14 08:34:23
317,109,197,2025-08-30 21:38:37,2025-08-30 22:18:37,Richardton,Vanessaport,30.22,70.42,Completed,2025-08-30 21:38:37,2025-09-22 21:38:37
318,905,27,2026-02-20 18:18:25,2026-02-20 19:06:25,Michellemouth,Lake David,18.89,53.47,Completed,2026-02-20 18:18:25,2026-03-04 18:18:25
319,162,137,2026-02-22 18:54:04,2026-02-22 19:34:04,Brandonborough,Gibsonburgh,16.66,36.24,No Show,2026-02-22 18:54:04,2026-03-23 18:54:04
320,333,217,2025-07-25 08:34:11,2025-07-25 09:01:11,West Brianaview,Jamesstad,36.2,94.13,Completed,2025-07-25 08:34:11,2025-09-12 08:34:11
321,624,62,2025-11-18 03:14:06,2025-11-18 03:59:06,North Dawn,West Paul,17.79,52.51,Completed,2025-11-18 03:14:06,2025-12-02 03:14:06
